country,age,education,gender,ethnicity,organization_type,job_industry,primary_job_function,current_role,planned_job_postings,python,r_programming,java,java_script,c_c++,c#,julia,html_css,bash_shell,sql,go,php,rust,typescript,"in_your_work,_how_much_more_time_have_you_spent_this_year_on_generative_ai_techniques_such_as_generative_adversarial_networks_gans,_variational_autoencoders_vaes,_or_transformer_models_compared_to_last_year",what_are_you_using_generative_ai_for_select_all_that_apply__selected_choice,has_your_company_already_hired_or_plan_on_hiring_any_of_the_following_roles_select_all_that_apply__selected_choice,"what_topics,_tools,_or_skills_are_covered_in_your_courses_in_preparation_for_entering_the_data_science_ml_field_select_all_that_apply","in_your_opinion,_what_is_the_biggest_obstacle_to_obtaining_the_experience_required_for_a_career_in_data_science_or_related_fields__selected_choice",what_would_be_your_ideal_job_title__selected_choice
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,GOVERNMENT AGENCY,HOSPITALITY,BUSINESS ANALYST,IT ADMIN / INFORMATION SECURITY,"AI DATA ANALYST,MACHINE MANAGER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,SOME COLLEGE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,DATA SCIENTIST,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,PROMPT ENGINEER,MACHINE MANAGER,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,SOME COLLEGE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,DATA ENGINEER,IT ADMIN / INFORMATION SECURITY,"AI DATA ANALYST,AI AUDITOR,AI ETHICIST,MACHINE MANAGER,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,EDUCATION,PROFESSOR/INSTRUCTOR/RESEARCHER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,CONSULTING,SYSTEM ADMINISTRATOR,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,GOVERNMENT AGENCY,GOVERNMENT,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,"AI DATA ANALYST,PROMPT ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,SOME COLLEGE,MALE,WHITE,EDUCATIONAL INSTITUTION,EDUCATION,OTHER (PLEASE INDICATE BELOW),IT ADMIN / INFORMATION SECURITY,AI DATA ANALYST,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,SOME COLLEGE,MALE,OTHER (PLEASE INDICATE),COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,DEVELOPER,OTHER,,28,30,30,27,29,25,28,29,26,34,42,34,31,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST,PROMPT ENGINEER,AI AUDITOR,AI ETHICIST,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,
UNITED STATES,42-57,SOME COLLEGE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,CONSTRUCTION,OTHER (PLEASE INDICATE BELOW),IT ADMIN / INFORMATION SECURITY,NONE OF THESE,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,INSURANCE,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,NONE OF THESE,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,BUSINESS ANALYST,IT ADMIN / INFORMATION SECURITY,BIG DATA ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,DECLINE TO ANSWER,EDUCATIONAL INSTITUTION,EDUCATION,DATA ENGINEER,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,PROMPT ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,RETAIL,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,NONE OF THESE,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,"SOUTHEAST ASIAN,DECLINE TO ANSWER",COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,OTHER (PLEASE INDICATE BELOW),IT ADMIN / INFORMATION SECURITY,NONE OF THESE,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,EDUCATION,OTHER (PLEASE INDICATE BELOW),IT ADMIN / INFORMATION SECURITY,NONE OF THESE,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,MASTER’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,INSURANCE,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,AI ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,18-25,BACHELOR’S DEGREE,MALE,WHITE,EDUCATIONAL INSTITUTION,OTHER,RESEARCH SCIENTIST,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,18-25,BACHELOR’S DEGREE,MALE,WHITE,EDUCATIONAL INSTITUTION,RESEARCH & DEVELOPMENT,RESEARCH SCIENTIST,STUDENT,,,,,,,,,,,,,,,,,,,"DEVELOPMENT LANGUAGES IN ADDITION TO PYTHON/R,ENGINEERING SKILLS,PROBABILITY AND STATISTICS,ADVANCED MATHEMATICS,DATA VISUALIZATION,PYTHON",SATURATED FIELD MAKES IT DIFFICULT TO STAND OUT,OTHER (PLEASE INDICATE BELOW)
UNITED STATES,42-57,BACHELOR’S DEGREE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,EDUCATION,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST",,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,DOCTORAL DEGREE,MALE,WHITE,EDUCATIONAL INSTITUTION,EDUCATION,PROFESSOR/INSTRUCTOR/RESEARCHER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,DECLINE TO ANSWER,EDUCATIONAL INSTITUTION,CONSULTING,PRODUCT MANAGER,DATA SCIENCE PRACTITIONER,,60,95,28,53,20,80,42,75,29,50,71,33,45,60,THE SAME AMOUNT,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI DATA ANALYST,,,
UNITED STATES,68,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,CONSULTING,OTHER (PLEASE INDICATE BELOW),OTHER,,49,,,,26,,,,,,,,,,LESS,OTHER (PLEASE INDICATE BELOW),NONE OF THESE,,,
UNITED STATES,58-67,MASTER’S DEGREE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,HEALTHCARE,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,25,,,,,,,,,100,,,,,THE SAME AMOUNT,NOT CURRENTLY USING,AI DATA ANALYST,,,
UNITED STATES,58-67,SOME COLLEGE,MALE,WHITE,NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),STUDENT,,,,,,,,,,,,,,,,,,,"PROBABILITY AND STATISTICS,MACHINE LEARNING,DATA VISUALIZATION,PYTHON",LEARNING NEW LANGUAGES,OTHER (PLEASE INDICATE BELOW)
UNITED STATES,42-57,MASTER’S DEGREE,MALE,WHITE,EDUCATIONAL INSTITUTION,EDUCATION,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,22,22,,,,,,25,,99,,15,,,THE SAME AMOUNT,NOT CURRENTLY USING,NONE OF THESE,,,
UNITED STATES,68,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,DEVELOPER,IT ADMIN / INFORMATION SECURITY,NONE OF THESE,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,DOCTORAL DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,UTILITIES,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,100,,,,,,,,36,78,,,,,THE SAME AMOUNT,NOT CURRENTLY USING,BIG DATA ENGINEER,,,
UNITED STATES,58-67,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,NONE OF THESE,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,SOME COLLEGE,MALE,SOUTHEAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,AI ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,58-67,BACHELOR’S DEGREE,MALE,DECLINE TO ANSWER,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,99,82,,,,,,,83,82,,,,,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,OTHER (PLEASE INDICATE BELOW)","AI ENGINEER,AI DATA ANALYST,BIG DATA ENGINEER",,,
UNITED STATES,42-57,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FINANCE,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,77,2,,,,,,1,1,19,,,,,THE SAME AMOUNT,NOT CURRENTLY USING,NONE OF THESE,,,
UNITED STATES,58-67,DOCTORAL DEGREE,MALE,WHITE,EDUCATIONAL INSTITUTION,,RESEARCH SCIENTIST,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,DOCTORAL DEGREE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,ENGINEERING,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,,,,,,,,,,,,,,,LESS,NOT CURRENTLY USING,NONE OF THESE,,,
UNITED STATES,26-41,DOCTORAL DEGREE,MALE,EAST ASIAN,NOT-FOR-PROFIT ORGANIZATION,NOT FOR PROFIT,RESEARCH SCIENTIST,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,SOME COLLEGE,MALE,WHITE,EDUCATIONAL INSTITUTION,NOT FOR PROFIT,NOT APPLICABLE (STUDENT),STUDENT,,,,,,,,,,,,,,,,,,,"BUSINESS KNOWLEDGE,ENGINEERING SKILLS,PROBABILITY AND STATISTICS,ADVANCED MATHEMATICS,COMPUTER SYSTEMS,PYTHON,JAVASCRIPT,SQL",LACK OF CLARITY SURROUNDING REQUIRED EXPERIENCE,DEVELOPER ADVOCATE
UNITED STATES,58-67,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,TRANSPORTATION & LOGISTICS,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,91,25,0,7,,,6,,,,,,,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,NOT CURRENTLY USING",NONE OF THESE,,,
UNITED STATES,26-41,DOCTORAL DEGREE,NON-BINARY,WHITE,NOT-FOR-PROFIT ORGANIZATION,NOT FOR PROFIT,RESEARCH SCIENTIST,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,AUTOMOTIVE,ML ENGINEER,DATA SCIENCE PRACTITIONER,,52,24,,,,,,44,,84,,,,,THE SAME AMOUNT,NOT CURRENTLY USING,"AI ENGINEER,BIG DATA ENGINEER",,,
UNITED STATES,68,DOCTORAL DEGREE,MALE,OTHER (PLEASE INDICATE),COMMERCIAL (FOR-PROFIT) ENTITY,RESEARCH & DEVELOPMENT,PROFESSOR/INSTRUCTOR/RESEARCHER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,58-67,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FINANCE,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,53,53,,,,,,,,,,,,,THE SAME AMOUNT,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",NONE OF THESE,,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,RETAIL,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,76,22,22,23,23,22,,23,,99,0,,,,THE SAME AMOUNT,AUTOMATING TASKS,NONE OF THESE,,,
UNITED STATES,26-41,DOCTORAL DEGREE,MALE,WHITE,EDUCATIONAL INSTITUTION,,PROFESSOR/INSTRUCTOR/RESEARCHER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,68,MASTER’S DEGREE,MALE,WHITE,NOT APPLICABLE (STUDENT),RETAIL,PROFESSOR/INSTRUCTOR/RESEARCHER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,MASTER’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,EDUCATION,OTHER (PLEASE INDICATE BELOW),DATA SCIENCE PRACTITIONER,,26,,0,54,,,,17,,78,,,,,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS",NONE OF THESE,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,INSURANCE,BUSINESS ANALYST,OTHER,,,,,,,,,,,88,,,,,THE SAME AMOUNT,NOT CURRENTLY USING,OTHER (PLEASE INDICATE BELOW),,,
UNITED STATES,58-67,DOCTORAL DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,EDUCATION,PROFESSOR/INSTRUCTOR/RESEARCHER,STUDENT,,,,,,,,,,,,,,,,,,,"DATA VISUALIZATION,PYTHON,SQL",LACK OF SOCIAL CAPITAL OR MENTOR RELATIONSHIPS,DATA ANALYST
UNITED STATES,42-57,MASTER’S DEGREE,MALE,WHITE,GOVERNMENT AGENCY,DEFENSE,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,80,,,53,47,,,,,40,,,,,THE SAME AMOUNT,NOT CURRENTLY USING,NONE OF THESE,,,
UNITED STATES,58-67,DOCTORAL DEGREE,MALE,EAST ASIAN,GOVERNMENT AGENCY,ENERGY,APPLIED SCIENTIST,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,MALE,LATINE/HISPANIC,NOT-FOR-PROFIT ORGANIZATION,FINANCE,DEVELOPER,OTHER,,24,,77,53,18,,,54,,84,,,,,LESS,"AUTOMATING TASKS,OTHER (PLEASE INDICATE BELOW)",NONE OF THESE,,,
UNITED STATES,18-25,BACHELOR’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,OTHER,RESEARCH SCIENTIST,STUDENT,,,,,,,,,,,,,,,,,,,"PROBABILITY AND STATISTICS,MACHINE LEARNING,ADVANCED MATHEMATICS,DATA VISUALIZATION,PYTHON",LEARNING NEW LANGUAGES,DATA SCIENTIST
UNITED STATES,42-57,MASTER’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,EDUCATION,OTHER (PLEASE INDICATE BELOW),OTHER,,23,22,,19,,,,20,,20,,19,,,SLIGHTLY MORE,NOT CURRENTLY USING,NONE OF THESE,,,
UNITED STATES,18-25,BACHELOR’S DEGREE,MALE,WHITE,GOVERNMENT AGENCY,HEALTHCARE,OTHER (PLEASE INDICATE BELOW),OTHER,,76,,,,,,,,,84,,,,,THE SAME AMOUNT,NOT CURRENTLY USING,NONE OF THESE,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,77,25,24,25,8,11,14,24,10,38,12,16,16,9,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS","AI DATA ANALYST,PROMPT ENGINEER",,,
UNITED STATES,18-25,MASTER’S DEGREE,FEMALE,LATINE/HISPANIC,NOT-FOR-PROFIT ORGANIZATION,EDUCATION,PRODUCT MANAGER,STUDENT,,,,,,,,,,,,,,,,,,,"BUSINESS KNOWLEDGE,COMMUNICATION SKILLS,DEVELOPMENT LANGUAGES IN ADDITION TO PYTHON/R,PROBABILITY AND STATISTICS,BUSINESS ANALYTICS,BIG DATA MANAGEMENT,MACHINE LEARNING,DATA VISUALIZATION,ETHICS IN DATA SCIENCE/MACHINE LEARNING,COMPUTER VISION/IMAGE PROCESSING,COMPUTER SYSTEMS,PYTHON,SQL,PROPRIETARY TOOLS (EX. TABLEAU, GOOGLE COLAB, SAS, MATLAB, ETC)",LEARNING NEW LANGUAGES,AI AUDITOR
UNITED STATES,58-67,SOME COLLEGE,MALE,WHITE,NOT APPLICABLE (STUDENT),ENGINEERING,NOT APPLICABLE (STUDENT),STUDENT,,,,,,,,,,,,,,,,,,,"DEVELOPMENT LANGUAGES IN ADDITION TO PYTHON/R,ENGINEERING SKILLS,ADVANCED MATHEMATICS,DATA VISUALIZATION,PYTHON,JAVASCRIPT",LACK OF CLARITY SURROUNDING REQUIRED EXPERIENCE,DATA ANALYST
UNITED STATES,68,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FINANCE,OTHER (PLEASE INDICATE BELOW),OTHER,,33,,,,,,,,,,,,,,LESS,NOT CURRENTLY USING,NONE OF THESE,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,EDUCATION,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,51,50,,,,,,,,,,,,,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS",NONE OF THESE,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,"BLACK,WHITE",COMMERCIAL (FOR-PROFIT) ENTITY,DEFENSE,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,76,25,17,,,,,,,100,,,,,THE SAME AMOUNT,NOT CURRENTLY USING,BIG DATA ENGINEER,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,EDUCATION,SYSTEM ADMINISTRATOR,OTHER,,77,21,0,48,,,,49,,77,,,,,LESS,NOT CURRENTLY USING,NONE OF THESE,,,
UNITED STATES,26-41,DOCTORAL DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,ENGINEERING,PROFESSOR/INSTRUCTOR/RESEARCHER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,MASTER’S DEGREE,FEMALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,CONSULTING,DEVELOPER,IT ADMIN / INFORMATION SECURITY,NONE OF THESE,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,DOCTORAL DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,RESEARCH SCIENTIST,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,DOCTORAL DEGREE,MALE,WHITE,EDUCATIONAL INSTITUTION,RESEARCH & DEVELOPMENT,DATA ENGINEER,IT ADMIN / INFORMATION SECURITY,BIG DATA ENGINEER,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,DOCTORAL DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,OTHER (PLEASE INDICATE BELOW),DATA SCIENCE PRACTITIONER,,100,,,,100,,,,100,100,63,,,,THE SAME AMOUNT,AUTOMATING TASKS,"AI ENGINEER,AI DATA ANALYST",,,
UNITED STATES,42-57,SOME COLLEGE,MALE,WHITE,NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),STUDENT,,,,,,,,,,,,,,,,,,,"DEVELOPMENT LANGUAGES IN ADDITION TO PYTHON/R,DATA VISUALIZATION,ETHICS IN DATA SCIENCE/MACHINE LEARNING,PYTHON,R,SQL,PROPRIETARY TOOLS (EX. TABLEAU, GOOGLE COLAB, SAS, MATLAB, ETC)",SATURATED FIELD MAKES IT DIFFICULT TO STAND OUT,DATA SCIENTIST
UNITED STATES,26-41,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FINANCE,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,100,0,,,,,,,,51,,,,,THE SAME AMOUNT,NOT CURRENTLY USING,AI ENGINEER,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,GOVERNMENT,DATA SCIENTIST,IT ADMIN / INFORMATION SECURITY,NONE OF THESE,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,DOCTORAL DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,HEALTHCARE,RESEARCH SCIENTIST,DATA SCIENCE PRACTITIONER,,,30,,,,,,54,,,,,,,THE SAME AMOUNT,NOT CURRENTLY USING,"AI ENGINEER,AI DATA ANALYST",,,
UNITED STATES,68,DOCTORAL DEGREE,MALE,WHITE,EDUCATIONAL INSTITUTION,,PROFESSOR/INSTRUCTOR/RESEARCHER,OTHER,,49,,,,51,,,,7,,,,,,THE SAME AMOUNT,NOT CURRENTLY USING,NONE OF THESE,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,MALE,LATINE/HISPANIC,COMMERCIAL (FOR-PROFIT) ENTITY,PHARMACEUTICAL,BUSINESS ANALYST,OTHER,,24,,,,,,,,,100,,,,,LESS,OTHER (PLEASE INDICATE BELOW),"AI ENGINEER,AI DATA ANALYST,BIG DATA ENGINEER",,,
UNITED STATES,58-67,MASTER’S DEGREE,MALE,LATINE/HISPANIC,COMMERCIAL (FOR-PROFIT) ENTITY,FINANCE,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,23,23,52,,76,,,34,50,73,,,,,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST,BIG DATA ENGINEER",,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,100,10,10,9,24,,,25,100,100,29,,33,,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS,OTHER (PLEASE INDICATE BELOW)","AI ENGINEER,AI DATA ANALYST,PROMPT ENGINEER,AI AUDITOR,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,EAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,AUTOMOTIVE,OTHER (PLEASE INDICATE BELOW),OTHER,,26,,27,28,49,,,20,,21,,,,,LESS,AUTOMATING TASKS,"AI ENGINEER,AI DATA ANALYST,BIG DATA ENGINEER",,,
UNITED STATES,58-67,MASTER’S DEGREE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,NOT FOR PROFIT,OTHER (PLEASE INDICATE BELOW),OTHER,,23,24,,,,,,,,,,,,,THE SAME AMOUNT,NOT CURRENTLY USING,"AI ENGINEER,AI ETHICIST,BIG DATA ENGINEER",,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,EAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,PRODUCT MANAGER,DATA SCIENCE PRACTITIONER,,27,,,28,,,,24,,,,,,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS","AI ENGINEER,AI DATA ANALYST",,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ENERGY,PRODUCT MANAGER,OTHER,,53,,,,,,,26,,55,,,,,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",NONE OF THESE,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,HOSPITALITY,OTHER (PLEASE INDICATE BELOW),OTHER,,,,,,,,,,,26,,,,,LESS,AUTOMATING TASKS,NONE OF THESE,,,
UNITED STATES,58-67,BACHELOR’S DEGREE,MALE,LATINE/HISPANIC,GOVERNMENT AGENCY,GOVERNMENT,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,100,100,34,31,28,27,,,,95,,,,,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS","AI DATA ANALYST,AI AUDITOR",,,
UNITED STATES,68,MASTER’S DEGREE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,NOT FOR PROFIT,PRODUCT MANAGER,DATA SCIENCE PRACTITIONER,,,,,100,100,100,,100,100,100,,100,,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",NONE OF THESE,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,HEALTHCARE,PRODUCT MANAGER,OTHER,,78,,,,,,,,44,16,,,,,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS",NONE OF THESE,,,
UNITED STATES,26-41,DOCTORAL DEGREE,MALE,WHITE,EDUCATIONAL INSTITUTION,RESEARCH & DEVELOPMENT,DATA SCIENTIST,OTHER,,75,,,,26,,10,,39,40,,,16,,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS",NONE OF THESE,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,MALE,DECLINE TO ANSWER,COMMERCIAL (FOR-PROFIT) ENTITY,PROFESSIONAL SERVICES,SYSTEM ADMINISTRATOR,IT ADMIN / INFORMATION SECURITY,OTHER (PLEASE INDICATE BELOW),,,,,,,,,,,,,,,,,,,,
UNITED STATES,58-67,DOCTORAL DEGREE,MALE,WHITE,EDUCATIONAL INSTITUTION,EDUCATION,PROFESSOR/INSTRUCTOR/RESEARCHER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,LATINE/HISPANIC,NOT APPLICABLE (STUDENT),FINANCE,NOT APPLICABLE (STUDENT),STUDENT,,,,,,,,,,,,,,,,,,,"PROBABILITY AND STATISTICS,MACHINE LEARNING,ADVANCED MATHEMATICS,DATA VISUALIZATION,PYTHON,R",LACK OF CLARITY SURROUNDING REQUIRED EXPERIENCE,DATA ANALYST
